Day,Time,TimeS,Study,SubjectName,AOPAMean_Mean,AOPAMean_Q25,AOPAMean_Q75,AOPDiastolic_Mean,AOPDiastolic_Q25,AOPDiastolic_Q75,AOPSystolic_Mean,AOPSystolic_Q25,AOPSystolic_Q75,Activity_Mean,Activity_Q25,Activity_Q75,Bazett_Mean,Bazett_Q25,Bazett_Q75,Fridericia_Mean,Fridericia_Q25,Fridericia_Q75,HR_Mean,HR_Q25,HR_Q75,PR_Mean,PR_Q25,PR_Q75,QRS_Mean,QRS_Q25,QRS_Q75,QT_Mean,QT_Q25,QT_Q75,RR_Mean,RR_Q25,RR_Q75,RespMean_Mean,RespMean_Q25,RespMean_Q75,Temp_Mean,Temp_Q25,Temp_Q75,Y
0,16:33,1800,EBOV-Cyno-Aero-2,e2002,-0.875508653212473,-0.669252895768075,-0.335670247059406,-0.826197377516774,-0.556920786239492,-0.253628660708195,-0.821171886272314,-0.579617475763203,-0.251645913757319,0.00428823901150376,-0.235961528883568,0.310250910157201,-0.346254465708746,-0.937524164098621,0.355684839370907,-0.249382633042218,-0.835643128293998,0.370436044505713,-0.351811071925454,-0.714648726009168,0.282315744473043,-0.289800852776852,-1.5442041066371,0.888482212790968,0.283179018418299,-0.658904030100307,1.19855500399678,0.0593520510435249,-0.458935954119598,0.662240806117656,0.321908357541072,-0.38148735479798,0.490014165500635,-0.732913670947323,-1.21322967745341,-0.280830011304277,-1.52398364346362,-1.81554626924219,-1.21169191073391,0
0,17:03,3600,EBOV-Cyno-Aero-2,e2002,-0.288945207057653,-0.70877488795371,0.399431769512206,-0.404775146170466,-0.633939732723186,-0.579574026115778,-0.423092606482529,-0.655755190596572,-0.596975816077395,-0.0025301693391794,-0.228831726146094,0.240946186905181,0.0760292878258968,-0.708471186765309,0.886198743608557,0.483877749145583,-0.182935362440975,1.18898640721666,-0.738813828029424,-1.6651034662899,-0.0752926088147108,0.147907685033395,-1.01793046521532,1.1048571759399,0.267305559872906,-0.770538507512012,1.59241881169227,1.07002267781013,0.534579204592093,1.57885848325395,0.682543686001894,-0.0998953092726208,1.68625266372036,-0.398801891298933,-0.715327343815645,-0.120697599248555,-1.36431613738598,-1.48560887684606,-1.22544981273225,0
0,17:33,5400,EBOV-Cyno-Aero-2,e2002,-0.929704095902393,-1.57720888643171,-0.371531002080772,-0.826453116259979,-1.16646610874641,-0.827621922906747,-0.762090854056738,-1.16322878566688,-0.652841455683471,-0.00404203845799894,-0.259704911666039,0.292066392624194,0.33278602011871,-0.739318364542656,1.23569448060591,0.913026827815052,0.0551986097100918,1.77071658702493,-0.718154563629959,-1.84631117613039,-0.0767629188173354,-0.520981216592537,-0.874896292754263,-0.387231064598147,-0.654082408860856,-1.24213394557447,0.161965990595427,1.63739013024783,1.3065911322984,2.22115507851862,0.678576918385914,-0.0899473585145662,1.91372488030599,-0.947935550221218,-1.17444574274561,-0.563626414977022,-1.76152271101344,-2.07697857046135,-1.48865704254991,0
0,18:03,7200,EBOV-Cyno-Aero-2,e2002,-0.456503287608317,-1.05086026469498,0.00269747420922292,-0.843045605541816,-0.78554501309619,-0.73916146400336,-0.271653375172688,-0.853113277225336,-0.79532530420053,-0.0208471081475372,-0.23343694336624,0.265800926865458,-0.328942192590893,-1.58688653588035,0.669554982451904,0.329359974484073,-0.624657343952714,1.18648638453092,-1.16817079289383,-2.09685578323666,-0.477778779903309,-0.218152201440219,-0.617414724707688,-0.0342153682928472,-0.672817900642814,-1.22855706435929,-0.724131465674202,1.36028871147337,1.11556843506814,1.75221943177834,1.19001103708838,0.263864327513867,2.34709094706906,-0.615784916133378,-0.956820131139413,-0.529390379455093,-1.66483128277894,-1.89208670680535,-1.45897168123711,0
0,18:33,9000,EBOV-Cyno-Aero-2,e2002,-0.982287207768592,-1.24447985293363,-1.20755155261874,-0.823288903600447,-0.861703366422595,-0.816345948707595,-0.755050980926472,-0.894530032646453,-0.842440883056945,-0.00511180082821377,-0.420055404527581,0.438480181446686,-0.519335988912514,-1.62482958541302,0.59503922260027,-0.0528365580524628,-1.05969656871094,0.997623318305127,-1.00241027818824,-1.85065195610563,-0.20728905967814,0.0569446354618027,-0.488901399715672,0.181639412317066,-0.449078562607087,-0.851324401739665,0.0456359143727073,1.19102965604249,0.964507234882684,1.56777740733458,1.01869584915467,0.0119971713030204,2.08893455366002,-0.643021200639301,-0.987542939839788,-0.228706572315031,-1.67686311850497,-1.71548134606695,-1.59365505678952,0
0,19:03,10800,EBOV-Cyno-Aero-2,e2002,-2.49545328589143,-2.58924481386167,-2.49970090172104,-1.86216622653784,-1.89075984749306,-1.83866643390189,-1.88722265709066,-1.92165781051152,-1.86956398693332,-0.010386958758901,-0.306904134800577,0.324225182899129,-0.274072830135214,-1.33357559549283,0.704630904979775,0.0816785191974233,-0.828949525867939,0.985385536590976,-0.710505874249905,-1.51773490688255,-0.0191738495256581,0.257506897443866,-0.323934835846923,0.742591932293936,-0.361526877478983,-0.702059700036759,0.07836094357684,0.8280094854431,0.616224565060877,1.13464279219016,0.686288396490097,-0.165329041643046,1.63987632422248,-0.5842782984192,-0.942222654546805,-0.397153384005825,-0.756091762518718,-0.80612899117101,-0.733097882394665,0
0,19:33,12600,EBOV-Cyno-Aero-2,e2002,1.0572100553361,0.549806594082492,1.96567423286925,0.260027345164782,-0.753336597080356,1.11384802024568,-0.670181405791439,-1.63400999780189,0.192266451453361,0.0420092729699017,-0.155895417690934,0.261200939668967,-0.240755693104325,-1.11692046798804,0.610334332276562,-0.124015807050154,-0.991382884946515,0.742041599577928,-0.33158449380475,-1.24717103125403,0.129113510783744,0.299201861365204,-0.19811143472142,0.96643594797618,-0.231301374449291,-0.935401638581113,0.265786603918921,0.258875071668198,0.0629331867596711,0.821505452008693,0.326602872365749,-0.292935085981606,1.24343736519184,-0.04032895735419,-0.536758966151108,-0.106809533005301,-0.388650733026553,-0.452639663285012,-0.324748226757284,0
0,20:03,14400,EBOV-Cyno-Aero-2,e2002,-0.890302200394765,-1.02592173766367,-0.578776123007489,-0.406425260700179,-0.5037085910602,-0.221183498601205,-1.3394486501547,-1.70524861141982,-1.10049714798571,0.0295765476849462,-0.280733919714871,0.406526304680187,-0.181949739483574,-1.22873955818991,0.677194339247253,0.0612681028264117,-0.91247077323839,0.92981136538558,-0.473797662655321,-1.46223053817833,-0.0226325810208673,-0.416689795240857,-0.703289812105508,-0.129488522225006,-0.285745413387927,-1.15887285108622,0.47973552555154,0.675979428952872,0.512594547766745,1.10139734928858,0.462432197510931,-0.15076169489243,1.47487854452236,-0.285283955725806,-0.523546336710577,0.167090598128878,-0.565404746883401,-0.825457563895313,-0.384167109497502,0
0,20:33,16200,EBOV-Cyno-Aero-2,e2002,1.9627952298822,1.30465014549571,3.45513387660991,0.936729022630239,-0.202229239770046,1.9066810640517,-0.603248122874181,-1.64149587723214,0.312039646832656,0.0843189612581884,-0.204369020318117,0.440484145752611,-0.2561136253616,-1.37177992350643,0.656085108181736,-0.0782234336827694,-1.13482791338186,0.832576912840504,-0.426936689570325,-1.36662191413616,0.140025479830016,0.215558174352376,-0.0568378297915692,0.635572695391632,-0.358354963294366,-0.767487366690428,0.212000265100893,0.473496407479409,0.340570973945786,0.897488671471326,0.416527423451671,-0.294172335223474,1.38202937602784,0.0918669719927655,-0.343500757750119,0.340697556542825,-0.0523022035437034,-0.174034797839405,0.0520182513920149,0
0,21:03,18000,EBOV-Cyno-Aero-2,e2002,-0.579171935456553,-0.853124957107393,-0.476810128998408,-0.336428479339779,-0.734713675918934,0.169500492576826,-0.415379065539071,-0.796850507059397,0.0515487069460279,0.0348930528148448,-0.204037667910539,0.342093739165309,-0.48458731816003,-1.1122146103673,0.283210229032752,-0.871494184918855,-1.6790138206203,0.0394770618248212,0.453814834778132,-0.0685728549670521,1.25233417029103,0.257820460935693,-0.572859234713058,1.23353167977174,0.677553748079464,-0.147668786240349,1.11743748593028,-0.968366327009453,-1.74617371350302,-0.143000503060225,-0.392626278981011,-1.08804834433625,-0.131024051630656,-0.419052343778563,-0.65940329542517,0.151907351854749,0.278756621982606,0.204979874612745,0.337305132980786,0
