,Day,Time,TimeS,Study,SubjectName,AOPAMean_Mean,AOPAMean_Q25,AOPAMean_Q75,AOPDiastolic_Mean,AOPDiastolic_Q25,AOPDiastolic_Q75,AOPSystolic_Mean,AOPSystolic_Q25,AOPSystolic_Q75,Activity_Mean,Activity_Q25,Activity_Q75,Bazett_Mean,Bazett_Q25,Bazett_Q75,Fridericia_Mean,Fridericia_Q25,Fridericia_Q75,HR_Mean,HR_Q25,HR_Q75,PR_Mean,PR_Q25,PR_Q75,QRS_Mean,QRS_Q25,QRS_Q75,QT_Mean,QT_Q25,QT_Q75,RR_Mean,RR_Q25,RR_Q75,RespMean_Mean,RespMean_Q25,RespMean_Q75,Temp_Mean,Temp_Q25,Temp_Q75,Y
0,-7,16:32,1800.0,EBOV-Cyno-Aero-1,e1001,0.18110214823162002,-0.00710281499977248,0.49576584859995904,0.217046714734071,0.0206908832236841,0.5410064404828909,0.11892879037829303,-0.0931152362417839,0.457618137081529,0.00204368611369596,-0.22486825589290801,0.251106876131192,0.482608101158349,-0.290808851657495,1.21895394895785,0.7450102039745871,0.16059384443080899,1.28296398283863,-0.330808843136648,-1.18571633603543,0.326737542068219,-0.3065798532861,-1.02568850437354,0.542273636971592,-0.265723042518772,-1.0727203553562,0.620661679130202,0.860690797177043,0.39621629774674394,1.34357114029667,0.280620298985758,-0.483330289918984,1.2201635063532301,0.965804660744277,0.47190138105610707,1.92080125614489,0.00465391856388794,-0.0865327900756606,0.124863007076202,0.0
1,-7,17:02,3600.0,EBOV-Cyno-Aero-1,e1001,0.248156583501924,0.178138327448141,0.506786549646074,0.24984585382120497,0.151380112967141,0.528807788367,0.264078856291608,0.197441592935967,0.53018362068396,0.0180300920007167,-0.130631483630377,0.179623661645293,0.5142465996517139,-0.0590736429472108,0.9561923614907559,0.96373319775657,0.512020087733807,1.35302199663423,-1.01636345519472,-1.48962883449767,-0.426935100272044,-0.18537465836237602,-0.928494213508183,0.516361354577155,0.583208364658798,0.297756067643274,1.11894732582173,1.2907039592267902,0.937427028559831,1.71757206382283,1.09043787946821,0.20260723912521203,1.73162325200853,0.723821122510923,0.7576317217104609,1.2752548323235902,-0.19388979137322102,-0.235936902809971,-0.134839874071527,0.0
2,-7,17:32,5400.0,EBOV-Cyno-Aero-1,e1001,0.21925937903875303,0.208535348688664,0.48313322847716206,0.25862823575231697,0.23103141887618803,0.5528756714697031,0.14380695592519102,0.118761848979399,0.405580153863569,-0.0207543384911652,-0.151441541002793,0.17071942813581797,0.6767470752097761,-0.0498619337058103,1.35597748469918,1.02476975268106,0.568694737256134,1.45953381737562,-0.59655104642428,-1.64620417903178,0.17099376082887302,-0.44351664331544505,-1.0829868188179201,0.163999639756664,0.18696409143489398,-0.556042271198518,0.723891888138787,1.2720705370891001,0.6461751456368139,1.8904330633044601,0.632060664973835,-0.326835664807125,1.86523295791902,0.352224233849166,-0.21357327607435503,0.89573694496605,0.00329944046381267,-0.12229106420258198,0.408073360502553,0.0
3,-7,18:02,7200.0,EBOV-Cyno-Aero-1,e1001,0.325887922588893,0.16029728813960598,0.47450877642871203,0.332269970778045,0.14684746305147198,0.4774993184501579,0.321374382924779,0.178106821571703,0.48459935078686295,-0.000256231016868514,-0.0980540007994706,0.10082076264294099,0.972942379025793,0.434801347986765,1.38879263534533,1.3571607176636398,0.963652350112793,1.68568834726069,-0.796201470060864,-1.12736403490134,-0.557244944999999,-0.547519213212457,-1.11083376757832,-0.15210948944123498,0.7984485032549641,0.428167011340298,0.933133551041412,1.4138846182825402,1.1463856497773401,1.6878773545614498,0.8591784433462891,0.41789267018181303,1.33819345383685,0.6149389080902061,-0.181273411947315,1.7289085043960801,-0.5638316834891021,-1.59768154722608,0.26500619847403,0.0
4,-7,18:32,9000.0,EBOV-Cyno-Aero-1,e1001,0.735481595180548,0.664959520075958,0.8035396080224789,0.7012532933608189,0.593550889021477,0.8038199335842909,0.7876122445509641,0.70559991279127,0.872382627428471,0.003139326889962,-0.42474128113447895,0.47485296439245,1.04363697774298,0.744976217780692,1.32359266161255,1.52994123527995,1.2038563450278401,1.8279967313944299,-0.7502227876878691,-0.941094684399953,-0.598072313742771,-0.17207245014607198,-0.8872686299891139,0.29652631892901,1.0143381774873699,0.7972990322088359,1.8415737884305599,1.8742785411604899,1.5793512637890301,2.21463320443954,0.884362309757425,0.651262847702326,1.15818568637583,0.569164372978696,-0.16161970973954298,1.21871468679542,-0.00830187911781196,-0.26995887940908897,0.214835611066847,0.0
5,-7,19:02,10800.0,EBOV-Cyno-Aero-1,e1001,1.23341959393348,0.913331492977913,1.57061801796617,1.2745156553380201,0.897928495983884,1.65640161525837,1.11473261165315,0.834468578650852,1.39488333119358,0.0068947416403756295,-0.880279737474564,0.8892867648813009,0.885371775109403,-0.20820862162969697,1.86019872085662,0.316300255721568,-0.568819164802037,1.17582573170627,1.4211922188792399,-0.0318666843812903,2.3791478613437502,-0.14067712873670402,-0.992080747891438,0.592475056158541,0.00930724694647633,-0.25822305300264103,0.622745470224196,-1.06525148885297,-1.73187738311568,-0.453150544292346,-1.3892814701651102,-2.25940533261068,-0.15744669732646802,0.30271466971814504,-0.0658250090508951,0.5071970761091741,1.3443874519339902,1.17895257684771,1.5035040486498301,0.0
6,-7,19:32,12600.0,EBOV-Cyno-Aero-1,e1001,1.1537303994809098,0.8315312163188019,1.47292363133219,1.2120947978148102,0.914446305226195,1.5539486464700702,0.95764019825897,0.687102557949037,1.21552689650683,-0.00189067541972402,-0.90563106218888,0.908664743966479,0.418157433924978,-0.40478434181324197,1.22297743905098,-0.436764236052868,-1.38575235543237,0.514328474444443,1.4957851308680201,0.7539007749108709,2.34819102046933,0.036700082377831,-0.7640970714862271,0.941183497499395,-0.789399977215243,-1.9235048562079298,0.0907986704621699,-1.24368298858086,-2.36688082493239,-0.172011068933803,-1.40168417180021,-2.00465484444595,-1.0546569982711702,0.940811404817516,0.6295681284717061,1.3535735712603798,1.1551543219487301,0.8883412000243901,1.44092150870724,0.0
7,-7,20:02,14400.0,EBOV-Cyno-Aero-1,e1001,0.7027546048388879,0.387254389902267,1.06567905122407,0.819377894084212,0.538451103001725,1.2148087811734398,0.40709368932416706,0.10483589719543598,0.69701736029534,-0.0013549413449343401,-0.985035633326678,1.0492738745323298,0.172308692659495,-0.57631399311146,0.9154650021345658,-0.7614544589768609,-1.4189132615239501,-0.0934708803797433,1.54353230294153,1.02701875185988,2.3466114336231603,-0.5014215783418421,-1.45138709579139,0.247141745547067,-0.6693108606548039,-1.4674174041768402,0.0148339610823652,-1.5414418670400603,-2.18062163210749,-0.8628175921980791,-1.4810466037397798,-2.0739188913800097,-1.2796420106947701,1.13619169264407,0.7646880991374241,1.6357817081263,0.760243132816189,0.683010722772002,0.9160322298856941,0.0
8,-7,20:32,16200.0,EBOV-Cyno-Aero-1,e1001,0.149352996714375,-0.21529727396921602,0.5170417576982129,0.243811031163873,-0.183498593404906,0.649155830676675,-0.0526579503676853,-0.498682563726136,0.37490507147620095,0.00136929410991686,-0.77612397890707,0.7578100663275981,0.25220380909072304,-0.642794347992429,1.08230618002493,-0.249210315844695,-0.891665333308627,0.447707933905389,1.07784754444095,-0.262959775725085,1.92641491930035,-0.876392215796255,-1.45553277231145,-0.499066797628814,-0.0726469013305656,-1.09862767405174,0.7051854445827339,-1.18099237848264,-1.7821910837163202,-0.48441004342632205,-0.999087148548124,-1.7441676501090402,0.101501946697551,1.44093835827321,0.43813878624950603,2.0819715311661597,-0.163255677231107,-0.336191990763053,0.0379429906809648,0.0
9,-7,21:02,18000.0,EBOV-Cyno-Aero-1,e1001,-0.0800773789810685,-0.28665574645472197,0.094056580602776,-0.033987759214848,-0.319688679383758,0.24092353728057198,-0.173668308045575,-0.32431183416804904,-0.0494908539975749,0.00048692574322119697,-0.665217697124032,0.69319618099216,-0.00738877927129787,-0.874770277158674,0.9576437644889321,-0.24551463428472797,-0.882006095182448,0.43969351960123504,0.43759352655437606,-0.532564393277824,1.49342864188795,-1.1213406070218,-1.59144270544335,-0.668825061922464,0.120607789208703,-0.301491079444453,0.604467629323691,-0.633099843910404,-0.9514425118235451,-0.30259065665716195,-0.47166675500257393,-1.52162732935643,0.48848850128605,1.1355166461358501,0.0710262955859254,2.46507234820046,-1.04879993864671,-1.11034886303612,-0.993466545221591,0.0
