,Day,Time,TimeS,Study,SubjectName,AOPSystolic_Mean,AOPSystolic_Q25,AOPSystolic_Q75,AOPDiastolic_Mean,AOPDiastolic_Q25,AOPDiastolic_Q75,RespMean_Mean,RespMean_Q25,RespMean_Q75,Temp_Mean,Temp_Q25,Temp_Q75,QT_Mean,QT_Q25,QT_Q75,PR_Mean,PR_Q25,PR_Q75,QRS_Mean,QRS_Q25,QRS_Q75,RR_Mean,RR_Q25,RR_Q75,HR_Mean,HR_Q25,HR_Q75,LVPSystolic_Mean,LVPSystolic_Q25,LVPSystolic_Q75,LVPDiastolic_Mean,LVPDiastolic_Q25,LVPDiastolic_Q75,LVPRate_Mean,LVPRate_Q25,LVPRate_Q75,Bazett_Mean,Bazett_Q25,Bazett_Q75,Fridericia_Mean,Fridericia_Q25,Fridericia_Q75,AOPAMean_Mean,AOPAMean_Q25,AOPAMean_Q75,LVPMean_Mean,LVPMean_Q25,LVPMean_Q75,ITPDepth_Mean,ITPDepth_Q25,ITPDepth_Q75,APP_Mean,APP_Q25,APP_Q75,ANP_Mean,ANP_Q25,ANP_Q75,Y
0,-7,11:16,0.0,MARV-Rhesus-Aero,mra001,0.9342198045640259,0.623011611162337,1.2531903371559,0.825690497973167,0.519966239889465,1.19184030332672,-0.0404798019967195,-0.40897967866148205,0.38012849556548706,0.0471406078336544,0.0105702195302284,0.0817176344518627,-0.39489615036468295,-0.574763841073572,-0.16673885796301502,-0.41026844209040003,-0.6688217557731779,-0.237491109250249,-0.47579279482532205,-0.391804705681715,-0.391804705681715,-0.27543572455944104,-0.6299833168257378,0.0512448207282161,0.18522727790617702,-0.17878743956983603,0.547313528396509,1.0693523727063001,0.7547879501147691,1.3676812121963302,-0.180225860845512,-0.24969544349682604,-0.0881670597819669,0.16680173451253,-0.19041276825959197,0.5082607519504679,-0.151249716094982,-0.7279349511515429,0.46960631580190504,-0.31550037168786604,-0.7973752647776609,0.142803750974867,0.909016136481072,0.593143623382825,1.23390106949126,0.6283863761088829,0.327336517831846,0.9486864509461351,-0.396764812382148,-0.7115304775281909,-0.12299085997348501,-0.340074474685454,-0.693892599579393,0.0585410442201126,-0.317686308347713,-0.714609410064612,-0.0230411500364015,0.0
1,-7,11:46,1800.0,MARV-Rhesus-Aero,mra001,0.0539655144465583,-0.290055876364859,0.36869133294544304,0.33408607692228304,-0.0468650179184632,0.6917923007778679,-0.406258690568645,-0.620680949293854,-0.13091752419253,-0.5492547482887029,-0.665330222225334,-0.40919952850743396,0.0289208614539106,-0.302747185666534,0.334792902372214,-0.198988990435635,-0.453156432511713,-0.0218257859887844,-0.41702252700309606,-0.391804705681715,-0.391804705681715,-0.227600659582511,-0.6299833168257378,0.103646985155443,0.14038640170186098,-0.22935788120574602,0.54026709419813,0.0530205052699984,-0.254683305078393,0.358209957003169,-0.20708040409620798,-0.276616840782636,-0.0881670597819669,0.11753614732578802,-0.23907298224511703,0.5082607519504679,0.469853964841505,-0.0821943742428853,1.05782334088524,0.3765845830488811,-0.0596908127801948,0.830334642729058,0.262497643510259,-0.11901386438919,0.586675244575131,0.10565064776383501,-0.30821132609889695,0.530358731330147,-0.3732961804524799,-0.897701172877128,0.0872018605817662,-0.27053688177707697,-0.785351238431165,0.14631248578185901,-0.287388665047427,-0.811344942711222,0.125166550896356,0.0
2,-7,12:16,3600.0,MARV-Rhesus-Aero,mra001,0.227897014951507,-0.40340676097917205,0.730582412039855,0.44151706401133595,-0.25518218710048196,1.08814398042582,-0.535192860299011,-1.15525748506356,-0.0355628282729024,-1.15476541305054,-1.50713688228526,-0.8781275429580321,0.0775932991835339,-0.313331561420755,0.464417795130808,0.00263633365508678,-0.406233370051668,0.127788515107528,-0.507011826245315,-0.551592655121163,-0.551592655121163,-0.0697017326006355,-0.6791531268836128,0.49219157242806605,-0.00223826259004107,-0.5705112549079749,0.54026709419813,0.23353067474911102,-0.360011720178874,0.638119522824988,-0.214025696913748,-0.46380473439472,0.0680763006265275,-0.0217110986488695,-0.569621760461281,0.504644810891377,0.22775910192088297,-0.45957391428050504,0.931054338064727,0.22779371979659804,-0.282135339381834,0.787547914697346,0.39268431051983,-0.321368569718231,1.01510604844017,0.314041005430349,-0.396877996923576,0.8851315876716239,0.14711916122361401,-0.36140990589506605,0.524350084847382,0.19270985236047897,-0.31613666844244503,0.582606297931165,0.227292014863238,-0.297834190666808,0.564732802424897,0.0
3,-7,12:46,5400.0,MARV-Rhesus-Aero,mra001,0.0532828098942283,-0.20576313165471,0.27115013660994003,0.32560345606060603,-0.0280388104159962,0.5917136314504661,0.489333582470216,0.16853507629723802,0.7788565160082971,-0.10491052313429801,-0.268921197465505,0.0601530060618169,0.122415418374029,-0.06507462886993401,0.403504968112116,-0.0847454276416577,-0.33535645571568,0.127788515107528,-0.502832649983135,-0.8622813015742651,-0.448335497048511,-0.030758890344612003,-0.26252667061109,0.359820811357252,-0.0640998721062805,-0.42700865818940503,0.0969001020015215,0.14641353921242903,-0.12699005101369198,0.32632656496139,-0.00640973820909562,-0.0222735167123275,0.185690746839713,-0.0728381416996731,-0.42828254057186105,0.0913190350769936,0.255081958914425,-0.304848647015223,0.7815723332754398,0.310189527086776,-0.10784930205722099,0.779049373805636,0.252472170197869,-0.0624788008709448,0.4849263684693921,0.327249672663185,0.0255072374929218,0.52463425605956,0.38037267451125,0.0510104705671948,0.6887349429819309,0.33058050243299203,-0.147406215550391,0.777063944341542,0.31569289859859695,-0.155115997812022,0.686690908587717,0.0
4,-7,13:16,7200.0,MARV-Rhesus-Aero,mra001,0.17450633721856304,-0.247901946931943,0.583096571438531,1.02649115364003,0.570925061801888,1.42454587517548,0.29125468453104497,0.0972636437491338,0.508412418217266,0.168483795057185,0.0680629162728899,0.286328778336873,-0.691990248246769,-0.880563819181534,-0.41406350001172,0.0365302607922288,-0.307078956929855,0.29243801928542995,-0.8982043666949059,-1.07463903567752,-0.587902093790291,-0.60231379278131,-1.00126803068713,-0.11333382585082598,0.5664052090726159,-0.00849912704128903,1.01401895195586,0.512547556801197,-0.0483065016023057,0.952312476820679,-1.2370541326879199,-1.59595697145402,-0.720996865563379,0.56575887634551,0.018627403982993,1.003501340214,-0.0257599953162795,-0.7548503959035558,0.664918988765099,-0.410991197186906,-0.884175824901153,0.0845622755706108,0.8314061758555269,0.36702883656894103,1.2327708340216001,0.38646221749690896,-0.0670921557343028,0.7452277621272511,0.294885333182977,-0.153061360605521,0.6887349429819309,0.230163701761133,-0.46702029020543606,0.8936292109972741,0.10801171211037401,-0.47895652964307706,0.612221640051024,0.0
5,-7,13:46,9000.0,MARV-Rhesus-Aero,mra001,-0.470854528054182,-0.620880083015965,-0.3363704857404,-0.0561250226072376,-0.30443450129362604,0.133381762550807,0.5584918603633411,0.0440317407948177,1.00823037570949,0.23345611231859603,0.0554693474572078,0.446633433792824,0.080934743073218,0.00778713815794211,0.19370159764936398,-0.42522174529978995,-0.5628878283836701,-0.30649621359822105,-0.6372451127193051,-0.754295706927675,-0.32883735306643896,0.0741467644040739,-0.10336072950705802,0.320904480381547,-0.236054535210159,-0.42629610166630605,-0.11339716587041698,-0.361125465202105,-0.508285372875188,-0.26060444218978895,-0.266935583752427,-0.542131759674124,0.0363333881073663,-0.23694575714948002,-0.424800598000886,-0.11645926917770699,-0.10626170108792098,-0.6761209912822829,0.39050429592492497,0.0424417765154635,-0.19750814880271497,0.28268722576058897,-0.20503559364755197,-0.410978087502861,-0.0450348100787583,-0.37384563888647104,-0.569441170971502,-0.24396916618542702,-0.643380113390526,-0.9101431234583759,-0.530017012887065,-0.571383378889506,-0.9457097976518799,-0.298267185578807,-0.6360106428071539,-0.9745714874080841,-0.40142816647380397,0.0
6,-7,14:16,10800.0,MARV-Rhesus-Aero,mra001,-0.43727316851806103,-0.658041766509658,-0.268639178490631,0.0945129879599714,-0.279656335132498,0.402975658063258,0.564585861999088,0.0249734371371477,1.01902635394133,0.293525907147573,0.12755598359257198,0.4640836619684339,-0.00490288231018091,-0.148267854529876,0.0983471702424362,-0.0214027389021177,-0.23336037483381397,0.100212988622206,-0.7112609593374059,-0.911593085885216,-0.437600291383626,-0.0362247745858791,-0.306829269696779,0.255877004174328,-0.0893113934399177,-0.350444101042912,0.126942087846142,-0.304310580209831,-0.527609360637857,-0.16070237199435,-0.254937563012425,-0.40647418166125104,-0.0644519935639082,-0.0942756082568662,-0.35086931100771196,0.120068463904011,0.0408940323142236,-0.47234514626527296,0.5703416577852879,0.0256168399312416,-0.257806215734619,0.32743072700081,-0.0969077364041623,-0.40253697339135996,0.158782701076507,-0.28866209668854304,-0.5468272908376439,-0.0994149543870699,-0.505682156462765,-0.8241065514238008,-0.244782664043465,-0.479470476894871,-1.02113867107838,-0.0779557641351084,-0.55590418210216,-1.02357320401002,-0.234803130774612,0.0
7,-7,14:46,12600.0,MARV-Rhesus-Aero,mra001,0.0227422777621789,-0.44895898029267,0.36916999999787303,0.6503451852076529,-0.0495370029119775,1.2141246512941102,0.223859801240002,-0.0771676867873492,0.5006502965453401,0.711884673059559,0.256853038916897,1.25890521768032,-0.393582172124346,-0.6777663561774699,-0.0937063333351435,0.35317576257026395,0.0503483264279743,0.658017923485512,-0.676777155959463,-0.874902844129854,-0.297266487293536,-0.334233928017213,-0.743088650363516,0.17674444682517604,0.27482307831749,-0.274952199729122,0.659191708070428,0.163619879337378,-0.265460617669705,0.4836660075366121,-0.0890498662499062,-0.280170981458315,0.126019467987053,0.25130860464862,-0.26598551107469803,0.644943415984229,-0.111476371163339,-0.8214926788029658,0.562530652704501,-0.29534315935100003,-0.7514811145416491,0.18076043967553798,0.459659884328769,-0.19084859729570497,0.964945627283417,0.381757889119828,-0.165805157810412,0.753362421464081,0.236780199735877,-0.39999285351675207,0.6469609587174189,0.153139809531196,-0.537354550985095,0.617355666623448,0.141559477140648,-0.5444287648959429,0.537601276636427,0.0
8,-7,15:16,14400.0,MARV-Rhesus-Aero,mra001,-0.0272752605982188,-0.20854279492067396,0.119532107661015,0.640723758915176,0.35868302835117294,0.9035696948307229,1.26560683564605,1.21120383250126,1.33097211907523,0.144536170719883,0.00786333499936808,0.259407729598847,-0.00235946381808783,-0.239603677501026,0.213441310530941,-0.0618329608377373,-0.253486472100795,0.0503483264279743,-0.7115863693928001,-0.8918121431746,-0.25725718931695,0.0299499780799626,-0.23947690759189103,0.281919041622114,-0.128697275555493,-0.36345965240072103,0.10620203010399999,0.066702292883766,-0.0839366273873307,0.166920363535159,0.0966087792271974,0.100898519481943,0.151140416492163,-0.130696334828259,-0.2945849832260539,0.0408981952184251,-0.0787788784157063,-0.4911682568142489,0.350097138027974,-0.0515201664704342,-0.370185385882156,0.30030262043559197,0.442936271250204,0.193973891665763,0.660059004743067,0.174774865218298,-0.0617630159118066,0.37766335478341995,-0.203805532295401,-0.504503281824891,0.038686598827269,-0.385880747698144,-0.82993789908931,-0.0096120548374143,-0.45636371282602206,-0.8451502259965229,-0.15568130895268098,0.0
9,-7,15:46,16200.0,MARV-Rhesus-Aero,mra001,-0.131339700902375,-0.446693717906676,0.12791860608574698,0.711624373216327,0.24530262269956102,1.11720754413264,0.868111822093343,0.720708822620947,1.1317068026036399,0.09162028166503301,0.00637154113320619,0.209457021541443,-0.505953725246973,-1.11684826777695,-0.0273049467052101,0.39789859493076296,-0.0201361153259466,0.482006385045261,-0.79482621202325,-1.07324371307898,-0.41227959388878005,-0.596706529590852,-1.19673572490951,-0.0101613092854467,0.568568791836672,-0.10515467093389301,1.18384498133378,0.186501634151817,-0.124807261528909,0.42258133380220503,-0.15330728552128603,-0.34742703926458096,0.14060495604969,0.534150379458573,-0.11199124317705901,1.12950436940235,0.29424828929102503,-0.339138866333252,0.8926310126223821,-0.143322998571701,-0.632594084941758,0.327616895671171,0.47247425669269705,0.0677961083355707,0.8115785760261179,0.42508551772959097,0.041444144696897,0.7241393522603871,0.239508865653941,-0.35604180984823397,0.57691512299377,-0.135834190636046,-0.8812800487738102,0.40144924764587797,-0.279077907546598,-0.9147464413389291,0.13516444493685498,0.0
